"seqnames","start","end","width","strand","Conc","Conc_PAZ","Conc_WT","Fold","p.value","FDR"
"16",29811230,29811630,401,"*",6.48996554993379,7.01279133865133,5.66177016304447,1.35102117560686,8.96956738946911e-05,0.000775080775032107
"14",93926727,93927127,401,"*",6.92178970839943,7.48458740233017,5.98631138829411,1.49827601403607,8.98050617525249e-05,0.000775855876627163
"2",26785679,26786079,401,"*",7.21979777487675,7.76793525715278,6.32494806649234,1.44298719066044,8.98637587847615e-05,0.000776192799463994
"11",96389681,96390081,401,"*",7.24673103349463,7.78586201044919,6.37608800715256,1.40977400329664,8.98882938111035e-05,0.000776234567024484
"5",177497488,177497888,401,"*",7.19348481648486,7.72868797262324,6.33322617855738,1.39546179406586,8.9932214659095e-05,0.000776443686771906
"7",133252788,133253188,401,"*",6.14193226511091,6.71615284466694,5.17368631851034,1.54246652615659,8.99599570065025e-05,0.000776513065911111
"2",86623558,86623958,401,"*",6.4515783085671,6.99821805543016,5.56079284855232,1.43742520687783,9.00160168478107e-05,0.000776730683139655
"18",69400422,69400822,401,"*",5.84861796303913,6.41079643542137,4.91488753967667,1.4959088957447,9.00245921708152e-05,0.000776730683139655
"14",32934212,32934612,401,"*",6.35061277434119,6.89969760654279,5.4531842310106,1.44651337553219,9.00684287842469e-05,0.000776938784547825
"13",44141871,44142271,401,"*",6.89124713239083,7.47605151445932,5.89172138439705,1.58433013006227,9.00899997507429e-05,0.000776954771323763
"22",50326856,50327256,401,"*",6.54899324655093,7.10363356637489,5.63631378395814,1.46731978241675,9.01211683422385e-05,0.000776984230170868
"10",19815890,19816290,401,"*",6.04765390590444,6.60835233040861,5.11808967412748,1.49026265628113,9.01588318132121e-05,0.000776984230170868
"7",124032627,124033027,401,"*",6.2644193076895,6.83378505563108,5.31022270327219,1.5235623523589,9.01709519639516e-05,0.000776984230170868
"6",117919985,117920385,401,"*",6.46675094664542,7.03747216333473,5.5086502595895,1.52882190374522,9.01722892237179e-05,0.000776984230170868
"2",74198604,74199004,401,"*",6.75637610676409,7.31056533328063,5.84494321831738,1.46562211496326,9.03734320682913e-05,0.000778547161613238
"11",128544573,128544973,401,"*",5.5858648304522,6.20321050173502,4.48411134248032,1.71909915925469,9.04345919983376e-05,0.00077875620761939
"7",105876472,105876872,401,"*",6.91330537604007,7.46411239882989,6.01117256272293,1.45293983610696,9.04372248011961e-05,0.00077875620761939
"11",809528,809928,401,"*",7.22661776228943,7.77791376086682,6.32314545419028,1.45476830667654,9.04838462157834e-05,0.000778987432004966
"17",28728692,28729092,401,"*",6.14899847809402,6.72322344489835,5.18073975171014,1.54248369318821,9.05276785065426e-05,0.000779116775132828
"13",94601561,94601961,401,"*",6.46158993428264,7.00307862123347,5.58466379414256,1.41841482709091,9.05384152201101e-05,0.000779116775132828
"2",74507401,74507801,401,"*",6.81576776200892,7.36405905538457,5.92049978411204,1.44355927127253,9.06338325344486e-05,0.000779603069519846
"12",6555882,6556282,401,"*",6.23698829543127,6.83692480342596,5.19111055223495,1.64581425119101,9.06344955200084e-05,0.000779603069519846
"2",165953835,165954235,401,"*",7.08836927045088,7.62140832769967,6.23378833214118,1.3876199955585,9.07410800774393e-05,0.000780349524088044
"19",38618852,38619252,401,"*",6.53429801510275,7.07207743657978,5.66723987216499,1.40483756441479,9.08247133822074e-05,0.000780757736499185
"7",130070220,130070620,401,"*",6.60726274696841,7.15637981584259,5.70974633938904,1.44663347645356,9.0828176431638e-05,0.000780757736499185
"8",56074365,56074765,401,"*",6.29332396555018,6.88511962927812,5.27262811654906,1.61249151272906,9.10547733171571e-05,0.000782534850117614
"12",132986117,132986517,401,"*",5.99890961743392,6.56601044432309,5.05120492585436,1.51480551846873,9.11504093470249e-05,0.000783185941977795
"16",78605683,78606083,401,"*",5.28658803444294,5.91634994612902,4.14318458946243,1.77316535666659,9.1188798913985e-05,0.00078334498199404
"19",48170307,48170707,401,"*",7.31926388990489,7.87413447104031,6.40594754563204,1.46818692540827,9.12299272798694e-05,0.000783527474833473
"16",4425464,4425864,401,"*",6.84728741203385,7.38632143914342,5.97690194545768,1.40941949368574,9.1260462474148e-05,0.000783618928596934
"19",1249471,1249871,401,"*",6.7852642628497,7.30452825117255,5.96611513818743,1.33841311298513,9.13728275796941e-05,0.000784412831797444
"11",134331636,134332036,401,"*",5.96199526914047,6.52127653727814,5.03640496518057,1.48487157209757,9.14127826723447e-05,0.000784584902727308
"5",134371070,134371470,401,"*",6.86085878134605,7.3891044481925,6.01874475684811,1.37035969134438,9.14939166620441e-05,0.000785110255259405
"2",241355958,241356358,401,"*",7.37793072515567,7.92916000301426,6.47464129109072,1.45451871192355,9.15365741289836e-05,0.000785305283470166
"5",142356859,142357259,401,"*",6.70919911735243,7.26040288240007,5.80597960268999,1.45442327971007,9.15713048894583e-05,0.000785309294241713
"6",30690694,30691094,401,"*",6.52417183116546,7.0884726468769,5.58443863693181,1.50403400994509,9.15793858269317e-05,0.000785309294241713
"1",244864371,244864771,401,"*",6.89507777945156,7.37647206776973,6.16747783898585,1.20899422878388,9.15968306855881e-05,0.000785309294241713
"1",234599807,234600207,401,"*",6.27454982407771,6.7980283352648,5.44468805159611,1.35334028366869,9.1714686738792e-05,0.000785968376861941
"4",83012864,83013264,401,"*",6.99386048282848,7.54185697387241,6.09939403632309,1.44246293754932,9.17171771318793e-05,0.000785968376861941
"11",113875463,113875863,401,"*",6.85302533237384,7.41243245222972,5.92708272082255,1.48534973140717,9.17527856584724e-05,0.000785968376861941
"9",124861821,124862221,401,"*",6.76383784392334,7.28638764205977,5.93634624961401,1.35004139244576,9.17534903452677e-05,0.000785968376861941
"2",58241014,58241414,401,"*",6.17826121089633,6.77407045562477,5.14522292296065,1.62884753266412,9.1816504423513e-05,0.000786337218062184
"19",49850759,49851159,401,"*",7.11476450431972,7.66659185209363,6.20983469723652,1.45675715485711,9.18373312287435e-05,0.000786344676170667
"5",75511561,75511961,401,"*",7.45010608934946,7.9983245590939,6.55503616663004,1.44328839246386,9.18587959365448e-05,0.000786347568523611
"3",159432758,159433158,401,"*",5.89660745976998,6.49881658634168,4.84359492043453,1.65522166590715,9.18775810953889e-05,0.000786347568523611
"3",197297927,197298327,401,"*",6.77874197816372,7.33313216383877,5.86675393015136,1.46637823368741,9.19293449310485e-05,0.000786354862571016
"11",76235271,76235671,401,"*",6.7747924954433,7.3331959987492,5.85165615182151,1.48153984692769,9.19327585412474e-05,0.000786354862571016
"17",67993501,67993901,401,"*",6.61716809688135,7.15459969951026,5.75103053162034,1.40356916788991,9.19383019963625e-05,0.000786354862571016
"4",75630450,75630850,401,"*",5.98674645624569,6.58407627987797,4.94899536873528,1.63508091114269,9.1970811036741e-05,0.000786462204446993
"5",32444495,32444895,401,"*",6.17634973019367,6.74617877300752,5.22082032330977,1.52535844969774,9.20413708393297e-05,0.00078689480940615
"1",28552799,28553199,401,"*",6.47173240777947,7.01512203223349,5.58971289086985,1.42540914136364,9.21170808275805e-05,0.000787371247924074
"4",105473782,105474182,401,"*",6.37156713188166,6.91387756037623,5.49244224481448,1.42143531556175,9.21924294884505e-05,0.00078784439201104
"3",44624836,44625236,401,"*",6.29080873249659,6.82407505895666,5.43563298238228,1.38844207657438,9.2266183562018e-05,0.000788303707085377
"7",128032007,128032407,401,"*",6.02773037176118,6.61628154787139,5.01691047213753,1.59937107573385,9.23648127874808e-05,0.000788975305241252
"1",235328229,235328629,401,"*",7.83409091855148,8.34380244130495,7.03881892562485,1.3049835156801,9.24378366984951e-05,0.000789427940456762
"18",56638524,56638924,401,"*",6.79166196939004,7.34974621547482,5.86941676686753,1.48032944860729,9.25299144062531e-05,0.000789848485207979
"16",30650558,30650958,401,"*",6.98900720159216,7.53203148272911,6.10796850499235,1.42406297773676,9.2543359983554e-05,0.000789848485207979
"18",21600657,21601057,401,"*",6.96300788308852,7.51091300776786,6.06878972692868,1.44212328083918,9.2547214907249e-05,0.000789848485207979
"15",69160353,69160753,401,"*",6.61087274650802,7.14607374154959,5.75061979382183,1.39545394772777,9.26475226978123e-05,0.000790526289537307
"3",161371982,161372382,401,"*",5.91170682691805,6.51074029962521,4.86865125531819,1.64208904430702,9.26667579781957e-05,0.000790526289537307
"14",49862675,49863075,401,"*",6.85980123220329,7.40976695160386,5.95996910914684,1.44979784245702,9.27106870822041e-05,0.000790729851469084
"20",23421293,23421693,401,"*",6.12948725477681,6.68111585725016,5.22510284433798,1.45601301291218,9.27665796477553e-05,0.000791035339632146
"17",42678056,42678456,401,"*",6.32139178050338,6.84241754149192,5.49777798559727,1.34463955589465,9.28223377938605e-05,0.000791339549638528
"1",228406831,228407231,401,"*",6.43782206637907,6.99388650616619,5.52119746870671,1.47268903745947,9.28563998210644e-05,0.000791423731644608
"5",177446767,177447167,401,"*",6.22264237580184,6.78484347204468,5.28884814178853,1.49599533025615,9.28723818679492e-05,0.000791423731644608
"17",43526053,43526453,401,"*",5.55606356784181,6.15685699108131,4.50750103447238,1.64935595660893,9.2933445392439e-05,0.000791766137211978
"5",172959167,172959567,401,"*",6.56516854901144,7.09248000325944,5.72546699119061,1.36701301206883,9.29527497396866e-05,0.000791766137211978
"3",170908427,170908827,401,"*",6.11721895672407,6.68678427842149,5.16244842376888,1.52433585465261,9.29841819946591e-05,0.000791862698793505
"20",49278147,49278547,401,"*",7.28764094296696,7.86850744208817,6.29985963206908,1.56864781001909,9.3072500064555e-05,0.000792353332670554
"15",41230989,41231389,401,"*",6.80775502022032,7.32936628930477,5.98265316055496,1.3467131287498,9.31099770011311e-05,0.000792353332670554
"11",111298927,111299327,401,"*",5.79524179917357,6.35022694423038,4.88160843893647,1.46861850529391,9.31168237668725e-05,0.000792353332670554
"2",157876294,157876694,401,"*",6.58511087589526,7.14330590069911,5.66255654198138,1.48074935871772,9.31324893510572e-05,0.000792353332670554
"12",54259257,54259657,401,"*",5.90986639729768,6.45734596776042,5.01680392554288,1.44054204221754,9.31423367406864e-05,0.000792353332670554
"20",33443679,33444079,401,"*",6.31922865254689,6.85597094586501,5.45491310480362,1.40105784106139,9.32335024018705e-05,0.000792957679396354
"4",153210697,153211097,401,"*",6.19595614376636,6.74053490669844,5.31073785173256,1.42979705496589,9.32897082253757e-05,0.000793264493507273
"17",61412332,61412732,401,"*",5.76760986543346,6.34612413927539,4.7867834039271,1.55934073534828,9.33240992312153e-05,0.000793385718685395
"11",44824312,44824712,401,"*",6.46321073815806,7.05995284237449,5.42728361110148,1.63266923127301,9.36018899243544e-05,0.000795340829210913
"11",120985993,120986393,401,"*",5.36008185060393,5.99331796079962,4.20473991849796,1.78857804230165,9.36022374587053e-05,0.000795340829210913
"9",83980292,83980692,401,"*",7.35665012865087,7.89657401399468,6.48389826052142,1.41267575347326,9.36146270906562e-05,0.000795340829210913
"10",12195885,12196285,401,"*",6.43776284712494,6.97197696546565,5.58010286461147,1.39187410085417,9.3689774802728e-05,0.000795540460853257
"13",46552978,46553378,401,"*",5.93745962180841,6.53149844053077,4.90988294762695,1.62161549290382,9.36929999018828e-05,0.000795540460853257
"2",100417317,100417717,401,"*",6.17075234242279,6.73028102909632,5.24446930747006,1.48581172162626,9.3698692488579e-05,0.000795540460853257
"1",56477406,56477806,401,"*",6.06540146675395,6.63867917346139,5.09989852758034,1.53878064588105,9.38727868526976e-05,0.000796744164720336
"2",117514272,117514672,401,"*",5.83942624865322,6.42109813041238,4.84925331068574,1.57184481972664,9.38929370733016e-05,0.000796744164720336
"16",81600213,81600613,401,"*",5.48753630007409,6.12967645154707,4.30100332133331,1.82867313021376,9.39011242757396e-05,0.000796744164720336
"12",106074646,106075046,401,"*",6.2224551077022,6.78294898023268,5.2934653893372,1.48948359089548,9.39666477091878e-05,0.000797128479296627
"11",57638082,57638482,401,"*",6.43219403608357,6.94293977958243,5.6343634976569,1.30857628192553,9.40777246943319e-05,0.000797898980597386
"5",180861071,180861471,401,"*",6.47525204357592,7.02189156899229,5.58446718332065,1.43742438567164,9.41372998369064e-05,0.000798232443032809
"9",124262586,124262986,401,"*",6.0476165521431,6.60630219826615,5.12369204192476,1.48261015634139,9.41873166500406e-05,0.000798484730051248
"3",50359378,50359778,401,"*",6.55163178737369,7.10828217660568,5.63337970521789,1.47490247138779,9.4259513321706e-05,0.000798740934429416
"16",78099335,78099735,401,"*",7.09940497333443,7.64432958242549,6.21325452849846,1.43107505392703,9.42723405874394e-05,0.000798740934429416
"20",23637805,23638205,401,"*",5.66404611389273,6.26562346931897,4.61302166802261,1.65260180129637,9.42783495592126e-05,0.000798740934429416
"9",34989370,34989770,401,"*",7.41805854151488,7.95685768053644,6.54829682312569,1.40856085741075,9.43191530978426e-05,0.000798914855689465
"15",41416841,41417241,401,"*",6.83957926929389,7.39527511820154,5.92397716092378,1.47129795727776,9.44652413801078e-05,0.000799980307616972
"17",15699446,15699846,401,"*",5.9297089949139,6.52083896854286,4.91104678597555,1.60979218256732,9.45112796310457e-05,0.000800198208547857
"9",134325971,134326371,401,"*",6.20688625227388,6.78097524696008,5.23902353360804,1.54195171335204,9.46750972815061e-05,0.000801413003927061
"22",40856738,40857138,401,"*",6.84715995769074,7.41016143401824,5.91110578670941,1.49905564730883,9.47606974173471e-05,0.000801965318091312
"11",57499537,57499937,401,"*",5.51243051842347,6.11384853896578,4.46190690702617,1.65194163193962,9.49009470196734e-05,0.000802979797372388
"3",53891758,53892158,401,"*",6.79151644354032,7.36970915881379,5.81163725999981,1.55807189881398,9.50268499942601e-05,0.000803851393472148
"20",24423420,24423820,401,"*",4.55583212225882,5.33299388815572,2.75114918766036,2.58184470049537,9.5044757948095e-05,0.000803851393472148
"6",139611631,139612031,401,"*",4.07832061591169,4.89486603298071,2.012293682462,2.88257235051871,9.52652518248067e-05,0.000805543343970962
"8",70402114,70402514,401,"*",7.49557231755444,8.04091098386622,6.60830478486161,1.43260619900461,9.53040422917414e-05,0.00080569845150478
"12",54379499,54379899,401,"*",6.09619812109311,6.63181332077482,5.23485494654761,1.3969583742272,9.53844308742178e-05,0.000806205086694053
"8",132775143,132775543,401,"*",6.57262818449062,7.11701457120057,5.68792804334402,1.42908652785654,9.54787278785833e-05,0.000806806797465844
"20",4427912,4428312,401,"*",5.78028581354084,6.39167727870422,4.69796356097023,1.69371371773399,9.54965714998655e-05,0.000806806797465844
"3",126213040,126213440,401,"*",5.96727038810515,6.52875861319835,5.03548497315381,1.49327364004455,9.5517160146573e-05,0.000806807755287366
"7",151251819,151252219,401,"*",5.8818869486593,6.46835514622838,4.87736040639233,1.59099473983605,9.55706852905174e-05,0.000807086858805732
"6",125956594,125956994,401,"*",6.65046297201288,7.20079759966956,5.74962262204621,1.45117497762334,9.56027605334029e-05,0.000807184738816843
"1",23980190,23980590,401,"*",7.16022917296012,7.66373334618659,6.38018080301408,1.28355254317251,9.56585147694093e-05,0.000807482458434834
"20",33731992,33732392,401,"*",6.82100813021764,7.33528848633336,6.01438499003752,1.32090349629584,9.57074393037175e-05,0.000807722411292286
"1",155562845,155563245,401,"*",6.99724877011506,7.52663303463608,6.1521869004349,1.37444613420118,9.57573948836343e-05,0.000807813734906537
"21",39348817,39349217,401,"*",6.41384539647771,6.94829225932985,5.55557446872068,1.39271779060917,9.57592618959607e-05,0.000807813734906537
"7",42262941,42263341,401,"*",6.08325825372304,6.68157491223663,5.04243769649757,1.63913721573906,9.58882809906294e-05,0.000808473967617526
"5",136192726,136193126,401,"*",5.5081914970299,6.10450816294162,4.47358279825162,1.63092536469,9.58942678321054e-05,0.000808473967617526
"1",201154175,201154575,401,"*",6.5663220713561,7.08585494324886,5.74649278902261,1.33936215422625,9.58990793991554e-05,0.000808473967617526
"10",58334832,58335232,401,"*",5.86461640938412,6.41291723551574,4.96932250292386,1.44359473259188,9.59343929815177e-05,0.000808598678298122
"14",55051391,55051791,401,"*",6.90399728698477,7.4671777030025,5.96743720925352,1.49974049374899,9.59555273483851e-05,0.000808603849366075
"4",40056343,40056743,401,"*",5.95403104299247,6.51087451674435,5.03524211794869,1.47563239879566,9.59871057250847e-05,0.000808697009619679
"6",75284696,75285096,401,"*",6.99268592568718,7.55604284334228,6.05562659882025,1.50041624452203,9.60661815614265e-05,0.000809045509816664
"17",5419614,5420014,401,"*",7.17003288327403,7.69428562816022,6.33819103129614,1.35609459686408,9.60751231107069e-05,0.000809045509816664
"14",99729995,99730395,401,"*",5.20829827973065,5.85892223859154,3.99122008276412,1.86770215582742,9.60900666415082e-05,0.000809045509816664
"6",26251447,26251847,401,"*",5.53567430530884,6.16434754724729,4.39598577628438,1.76836177096291,9.62933849349314e-05,0.000810584178589198
"3",48609452,48609852,401,"*",6.30892193478823,6.87273072395219,5.37058338628026,1.50214733767194,9.63780294873295e-05,0.000811108538469527
"18",13726370,13726770,401,"*",6.7232541735463,7.23897718674679,5.91302063476648,1.32595655198031,9.63968451338137e-05,0.000811108538469527
"4",152536007,152536407,401,"*",7.33762682693922,7.86274218906822,6.50357439712424,1.35916779194399,9.6464911114528e-05,0.00081150797556722
"5",177303472,177303872,401,"*",6.20542508160741,6.78332204160684,5.22641642723195,1.55690561437489,9.65067978290545e-05,0.000811687056916982
"10",96586912,96587312,401,"*",6.29288107868933,6.84085801101718,5.39846778839407,1.44239022262311,9.65388272603285e-05,0.000811783173146817
"4",112637060,112637460,401,"*",7.22549308198131,7.75110075026919,6.39017693513235,1.36092381513684,9.67000213180346e-05,0.000812884436052517
"4",48341140,48341540,401,"*",7.76284584079621,8.32055024365785,6.84165991963734,1.47889032402051,9.67110505586793e-05,0.000812884436052517
"17",979642,980042,401,"*",7.01158453723352,7.529927150693,6.1947626990239,1.33516445166909,9.67976166983217e-05,0.000813341536485543
"9",133030431,133030831,401,"*",6.96041848055586,7.46749273467401,6.1716420777601,1.2958506569139,9.68067152095522e-05,0.000813341536485543
"19",41959230,41959630,401,"*",6.39715727209378,6.9451935061014,5.50258280485978,1.44261070124162,9.69113985378216e-05,0.000814047484115183
"X",133265282,133265682,401,"*",5.53947638003804,6.16518740663705,4.40983372783511,1.75535367880194,9.69642153743652e-05,0.00081431754957619
"4",140154035,140154435,401,"*",6.31623802003386,6.83614517836023,5.49546121152651,1.34068396683372,9.70220520591887e-05,0.000814559857009482
"22",41589817,41590217,401,"*",7.43471653654016,7.98999523933499,6.52027042389265,1.46972481544233,9.70344119582405e-05,0.000814559857009482
"8",65644438,65644838,401,"*",6.71562262947225,7.2298851502193,5.909044045095,1.3208411051243,9.70815260550565e-05,0.000814764363115346
"12",11500532,11500932,401,"*",5.84838789360559,6.41249900731628,4.90919262438843,1.50330638292785,9.71001281390129e-05,0.000814764363115346
"3",128725920,128726320,401,"*",6.37984641287523,6.95859856163198,5.39831866025592,1.56027990137606,9.71524819224541e-05,0.000814969412969195
"17",81683706,81684106,401,"*",6.96816015319742,7.47526143241416,6.1793173957674,1.29594403664675,9.71659299088742e-05,0.000814969412969195
"X",48958220,48958620,401,"*",6.68460744702092,7.21816658453752,5.82866484822682,1.3895017363107,9.72317385806168e-05,0.000815347824437247
"6",107115987,107116387,401,"*",6.09349706259423,6.69012443575386,5.05792564268898,1.63219879306488,9.72791995442026e-05,0.00081557225081697
"1",201828983,201829383,401,"*",6.18419575727463,6.71338529520055,5.33963862966097,1.37374666553958,9.73658645801885e-05,0.000816125192069293
"13",19863468,19863868,401,"*",7.53427619567293,8.11563138059685,6.54504433835065,1.5705870422462,9.74615846530185e-05,0.000816753781724275
"4",183504443,183504843,401,"*",7.49868340069598,8.05319707147928,6.58635407462069,1.46684299685859,9.7501984753517e-05,0.000816918606682455
"1",110338923,110339323,401,"*",8.00345133821907,8.54061130675973,7.13803214872765,1.40257915803209,9.75607661565891e-05,0.000817237336231768
"11",58578688,58579088,401,"*",6.96674743655147,7.51671849664797,6.0669007242274,1.44981777242058,9.76386927386295e-05,0.000817716269643562
"13",30617550,30617950,401,"*",7.45930056727513,8.01240111204318,6.55087016703713,1.46153094500605,9.77162894181423e-05,0.000818033502899086
"10",95656506,95656906,401,"*",6.42790917150487,6.98167613223449,5.51764186580094,1.46403426643355,9.77180920248198e-05,0.000818033502899086
"17",17752127,17752527,401,"*",6.42043286449278,7.02833109798776,5.34935321981533,1.67897787817243,9.7779929177151e-05,0.000818206732524581
"12",48957384,48957784,401,"*",6.55503000408727,7.09882837916634,5.6719120475731,1.42691633159324,9.77871619069231e-05,0.000818206732524581
"2",32010766,32011166,401,"*",6.8426598145235,7.40414190884326,5.91089165921896,1.4932502496243,9.78107744117199e-05,0.000818206732524581
"12",21437562,21437962,401,"*",5.80634209887214,6.3721432190105,4.86234501258129,1.50979820642921,9.78229904626552e-05,0.000818206732524581
"14",74302709,74303109,401,"*",5.96704760542374,6.54784633250341,4.9794673056793,1.56837902682411,9.78426079498484e-05,0.000818206732524581
"3",13347299,13347699,401,"*",4.5346413701124,5.29513549238634,2.82591135503357,2.46922413735277,9.79283532066425e-05,0.000818661429955738
"14",69152995,69153395,401,"*",6.13142654380843,6.70902336752679,5.1533005947568,1.55572277276998,9.79420230517841e-05,0.000818661429955738
"20",45293578,45293978,401,"*",5.81592292027074,6.3850734072007,4.86234501258129,1.52272839461941,9.79906041507575e-05,0.000818661429955738
"4",24472832,24473232,401,"*",6.13023484761196,6.69319091379805,5.19430902413135,1.4988818896667,9.80047029637642e-05,0.000818661429955738
"2",219206738,219207138,401,"*",7.22711787484297,7.77861637959984,6.32309032612801,1.45552605347183,9.80201903828295e-05,0.000818661429955738
"11",68839179,68839579,401,"*",6.18332925789376,6.71733104662338,5.32622632080824,1.39110472581514,9.80216380705302e-05,0.000818661429955738
"12",62260045,62260445,401,"*",7.03013150287681,7.59146851907596,6.09877169679828,1.49269682227767,9.80624127690679e-05,0.00081882841973985
"X",1591335,1591735,401,"*",5.68808314214728,6.27864102724807,4.67116559095981,1.60747543628826,9.8204178137515e-05,0.000819838439688695
"21",42234694,42235094,401,"*",5.92320413928043,6.50322720224889,4.93792178736232,1.56530541488656,9.83326281873095e-05,0.000820736894957158
"16",1612037,1612437,401,"*",7.19431072624046,7.73685903627313,6.31454847574634,1.42231056052679,9.8543807803906e-05,0.000822325328823615
"12",4273506,4273906,401,"*",5.35020480592159,5.97528955207468,4.22267452725752,1.75261502481717,9.87280105009274e-05,0.000823688021549554
"4",155984330,155984730,401,"*",4.79537008555602,5.53801114830178,3.18169042771921,2.35632072058257,9.88050432468869e-05,0.000824156207472551
"12",56752084,56752484,401,"*",5.88973583514434,6.46555435811577,4.91682509360471,1.54872926451106,9.89502236765697e-05,0.000825046387313543
"7",47979298,47979698,401,"*",5.88940994153274,6.44944029750468,4.96172092855077,1.48771936895391,9.89536398955386e-05,0.000825046387313543
"14",64338633,64339033,401,"*",7.06129665227489,7.57161651297522,6.26452047162384,1.30709604135138,9.9073656596412e-05,0.000825872300513014
"19",12791267,12791667,401,"*",5.94862010855698,6.52836390629018,4.96416389801171,1.56420000827846,9.91646763894641e-05,0.000826419208846874
"19",45584475,45584875,401,"*",7.58283773177884,8.13775454441703,6.66939346925099,1.46836107516604,9.91812110099702e-05,0.000826419208846874
"17",60677560,60677960,401,"*",7.33420162160931,7.87056944153669,6.47087457288781,1.39969486864888,9.9250370239857e-05,0.000826820631909371
"12",110281012,110281412,401,"*",7.39491359540043,7.98763983123568,6.37136851843858,1.6162713127971,9.93321709563245e-05,0.000827327174881211
"1",54378579,54378979,401,"*",6.09245405666097,6.63646190516192,5.20877273514223,1.42768917001968,9.93742010836165e-05,0.000827502328719109
"17",41930273,41930673,401,"*",6.15460624814909,6.69960071460679,5.26826741775906,1.43133329684773,9.94468667746108e-05,0.000827759140702946
"5",65035515,65035915,401,"*",6.43040100029038,6.95568356751196,5.59591953864285,1.35976402886912,9.9447055428072e-05,0.000827759140702946
"11",832621,833021,401,"*",6.16717952080839,6.72760182159584,5.23839074865113,1.48921107294471,9.94985122734792e-05,0.00082801254015294
"6",24666815,24667215,401,"*",6.63072634896934,7.13340151546465,5.85269410473804,1.28070741072662,9.96665949955694e-05,0.00082915176827869
"19",53520703,53521103,401,"*",6.63427076246653,7.16961776941053,5.77363362376067,1.39598414564986,9.97039144145234e-05,0.00082915176827869
"13",102470479,102470879,401,"*",5.49459840416757,6.10929382792714,4.40153610526673,1.70775772266041,9.97044374130602e-05,0.00082915176827869
"13",32586151,32586551,401,"*",6.84202102794447,7.40909854732664,5.89438293789235,1.51471560943429,9.97195774508352e-05,0.00082915176827869
"8",103415092,103415492,401,"*",7.42708636937635,8.00977573673701,6.43388435862809,1.57589137810892,9.9824001647864e-05,0.000829698005926355
"9",70418890,70419290,401,"*",6.41270551208758,6.98480771416856,5.45061256364874,1.53419515051982,9.98273841766534e-05,0.000829698005926355
"6",30880668,30881068,401,"*",7.02666978134544,7.58915575893139,6.09207171154119,1.49708404739019,9.98861157448098e-05,0.000830011072291962
"19",52189659,52190059,401,"*",8.03728722103475,8.59102872239515,7.12709014998769,1.46393857240747,9.99357360748492e-05,0.000830248312100644
"8",79767749,79768149,401,"*",7.18144841871096,7.73272530633496,6.27802849483273,1.45469681150224,9.99643923935547e-05,0.000830311323329601
"17",21275689,21276089,401,"*",5.86132392577719,6.43145541346233,4.90492355233107,1.52653186113126,9.99975946375096e-05,0.000830412058819058
"1",109740064,109740464,401,"*",6.43831062915208,6.97616144592477,5.5710634229966,1.40509802292817,0.000100094237161108,0.00083093280637296
"6",28335498,28335898,401,"*",6.9894311990401,7.58527848394141,5.95627525949257,1.62900322444883,0.000100111940834978,0.00083093280637296
"19",15223360,15223760,401,"*",7.58124882287751,8.12173412677898,6.70700122147234,1.41473290530664,0.000100123565238524,0.00083093280637296
"17",80147054,80147454,401,"*",6.33417667895098,6.9095156847659,5.36266789510662,1.54684778965929,0.000100151595099466,0.000830990409201801
"18",5237743,5238143,401,"*",6.56939534387669,7.08788302196793,5.75220743660938,1.33567558535855,0.000100213798015425,0.000831331473052592
"6",159761940,159762340,401,"*",7.38108834825805,7.9224958280139,6.50437924574284,1.41811658227105,0.0001003356163964,0.000832166834031516
"15",83447114,83447514,401,"*",5.93399278577975,6.4792527435602,5.04693769266203,1.43231505089817,0.000100763947972161,0.000835543477671517
"2",95402455,95402855,401,"*",6.09113544295249,6.68448756777117,5.06566981119324,1.61881775657793,0.000100823616111061,0.000835862354142701
"4",99563716,99564116,401,"*",6.85399945760137,7.38647684540517,6.00088707506393,1.38558977034124,0.000100888145291564,0.000836221387688009
"17",29622740,29623140,401,"*",5.76883315219851,6.35660806060495,4.76036288349425,1.5962451771107,0.000101017314928413,0.000837115936369968
"1",156282719,156283119,401,"*",6.82837434326739,7.33887278820907,6.03115617342085,1.30771661478822,0.000101102606215877,0.000837646571768377
"19",5293200,5293600,401,"*",6.81573854400076,7.3377457953254,5.98962908468483,1.34811671064057,0.000101188630262898,0.000838183053790045
"3",28241395,28241795,401,"*",6.71140555788781,7.2404846393867,5.86713463067667,1.37335000871002,0.000101288278807663,0.000838832143366366
"1",154352978,154353378,401,"*",6.15235552825964,6.71618711457298,5.21395240167551,1.50223471289747,0.000101334611293324,0.000839039509014949
"19",49487284,49487684,401,"*",7.00902604415976,7.53536907400982,6.17181940454623,1.36354966946359,0.000101367704931481,0.00083913719435296
"X",31627434,31627834,401,"*",3.69033239675292,4.54466175707935,1.31012554025262,3.23453621682673,0.000101398123228569,0.000839212696429015
"2",30146639,30147039,401,"*",7.5007861058844,8.07931157783471,6.51992664090421,1.5593849369305,0.000101423518488994,0.00083924660280141
"2",9555647,9556047,401,"*",7.38960324751084,7.94481843710688,6.47533303217658,1.4694854049303,0.000101605022057679,0.000840571969170855
"2",216412305,216412705,401,"*",6.76653929597123,7.32026052457306,5.85639814796805,1.46386237660501,0.000101696231445004,0.000841111253595578
