peak_chrom	peak_start	peak_end	gene_id	gene_name	distance	location
10	13347930	13348330				error
10	13528835	13529235				error
10	13586720	13587120				error
10	13707504	13707904				error
10	13730878	13731278				error
10	14173815	14174215				error
10	14185539	14185939				error
10	14604258	14604658				error
10	14648214	14648614				error
10	14837999	14838399				error
10	14878525	14878925				error
10	14953999	14954399				error
10	14959273	14959673				error
10	15088533	15088933				error
10	15096976	15097376				error
10	15168754	15169154				error
10	15370706	15371106				error
10	16223544	16223944				error
10	16229203	16229603				error
10	16242914	16243314				error
10	16436770	16437170				error
10	16817408	16817808				error
10	16968442	16968842				error
10	16986358	16986758				error
10	17006879	17007279				error
10	17025626	17026026				error
10	17201391	17201791				error
10	17228702	17229102				error
10	17230078	17230478				error
10	17454106	17454506				error
10	17617146	17617546				error
10	17643858	17644258				error
10	17713058	17713458				error
10	17787593	17787993				error
10	18140487	18140887				error
10	18627607	18628007				error
10	18659185	18659585				error
10	19815890	19816290				error
10	20995342	20995742				error
10	21145868	21146268				error
10	21161632	21162032				error
10	21173964	21174364				error
10	21261823	21262223				error
10	21495822	21496222				error
10	21508236	21508636				error
10	21510356	21510756				error
10	21525949	21526349				error
10	21533899	21534299				error
10	21726731	21727131				error
10	21807229	21807629				error
10	22003427	22003827				error
10	22229161	22229561				error
10	22316235	22316635				error
10	22320839	22321239				error
10	22325567	22325967				error
10	22336506	22336906				error
10	22340330	22340730				error
10	22436918	22437318				error
10	22714404	22714804				error
10	23095311	23095711				error
10	23343866	23344266				error
10	23438771	23439171				error
10	23630903	23631303				error
10	23694626	23695026				error
10	23975677	23976077				error
10	24208888	24209288				error
10	24579880	24580280				error
10	24596339	24596739				error
10	24724536	24724936				error
10	24759614	24760014				error
10	24790646	24791046				error
10	24857336	24857736				error
10	24872066	24872466				error
10	24952461	24952861				error
10	25016290	25016690				error
10	25125153	25125553				error
10	25174632	25175032				error
10	25493064	25493464				error
10	25701733	25702133				error
10	25912852	25913252				error
10	25934333	25934733				error
10	26128563	26128963				error
10	26697352	26697752				error
10	26860913	26861313				error
10	27100270	27100670				error
10	27155083	27155483				error
10	27240463	27240863				error
10	27242021	27242421				error
10	27504036	27504436				error
10	27535333	27535733				error
10	27625756	27626156				error
10	27701923	27702323				error
10	27744379	27744779				error
10	27745659	27746059				error
10	27998519	27998919				error
10	28302977	28303377				error
10	28532726	28533126				error
10	28677224	28677624				error
10	28939776	28940176				error
10	29113488	29113888				error
10	29735900	29736300				error
10	30059321	30059721				error
10	30433789	30434189				error
10	30781525	30781925				error
10	30785097	30785497				error
10	31018917	31019317				error
10	31031881	31032281				error
10	31133883	31134283				error
10	31603377	31603777				error
10	31677406	31677806				error
10	31707620	31708020				error
10	31760055	31760455				error
10	31774306	31774706				error
10	31928608	31929008				error
10	32056114	32056514				error
10	32346249	32346649				error
10	32445998	32446398				error
10	32958185	32958585				error
10	32980545	32980945				error
10	33334915	33335315				error
10	34739887	34740287				error
10	34815092	34815492				error
10	35090259	35090659				error
10	35126753	35127153				error
10	35195883	35196283				error
10	35336363	35336763				error
10	35464951	35465351				error
10	35642130	35642530				error
10	35750261	35750661				error
10	35848316	35848716				error
10	36766903	36767303				error
10	37857555	37857955				error
10	37866169	37866569				error
10	37952288	37952688				error
10	37976447	37976847				error
10	38010751	38011151				error
10	42367825	42368225				error
10	42552603	42553003				error
10	42638198	42638598				error
10	42782552	42782952				error
10	43105378	43105778				error
10	43138175	43138575				error
10	43322796	43323196				error
10	43396963	43397363				error
10	43420469	43420869				error
10	43436735	43437135				error
10	43574338	43574738				error
10	43606355	43606755				error
10	43648631	43649031				error
10	43690178	43690578				error
10	44311004	44311404				error
10	44857663	44858063				error
10	44864754	44865154				error
10	44878810	44879210				error
10	44959375	44959775				error
10	44964140	44964540				error
10	45279105	45279505				error
10	45419198	45419598				error
10	45594655	45595055				error
10	45672525	45672925				error
10	45972242	45972642				error
10	46023196	46023596				error
10	46030364	46030764				error
10	46106563	46106963				error
10	46284565	46284965				error
10	47384281	47384681				error
10	47553231	47553631				error
10	48306443	48306843				error
10	48656256	48656656				error
10	49094694	49095094				error
10	49398022	49398422				error
10	49538915	49539315				error
10	49609864	49610264				error
10	49762144	49762544				error
10	49819362	49819762				error
10	49941834	49942234				error
10	50067816	50068216				error
10	50624578	50624978				error
10	50739791	50740191				error
10	50991251	50991651				error
10	51074256	51074656				error
10	51244835	51245235				error
10	51699525	51699925				error
10	52308344	52308744				error
10	52314123	52314523				error
10	52516952	52517352				error
10	53479425	53479825				error
10	53597763	53598163				error
10	54379195	54379595				error
10	54796874	54797274				error
10	55631083	55631483				error
10	56361159	56361559				error
10	57102293	57102693				error
10	57395941	57396341				error
10	57787086	57787486				error
10	58267772	58268172				error
10	58268914	58269314				error
10	58334832	58335232				error
10	58385102	58385502				error
10	58512719	58513119				error
10	58796181	58796581				error
10	58967620	58968020				error
10	59176819	59177219				error
10	59362491	59362891				error
10	59571315	59571715				error
10	59709682	59710082				error
10	59906340	59906740				error
10	60258212	60258612				error
10	60572602	60573002				error
10	60778179	60778579				error
10	60944160	60944560				error
10	61452857	61453257				error
10	62049011	62049411				error
10	62050886	62051286				error
10	62268574	62268974				error
10	62804442	62804842				error
10	62816373	62816773				error
10	62861054	62861454				error
10	63115746	63116146				error
10	63133086	63133486				error
10	63268921	63269321				error
10	63465761	63466161				error
10	63521313	63521713				error
10	63605594	63605994				error
10	63629502	63629902				error
10	63866382	63866782				error
10	64098875	64099275				error
10	64690160	64690560				error
10	65570430	65570830				error
10	66892846	66893246				error
10	66925813	66926213				error
10	67050076	67050476				error
10	67242486	67242886				error
10	67387117	67387517				error
10	67609948	67610348				error
10	67764130	67764530				error
10	67884395	67884795				error
10	68074996	68075396				error
10	68231259	68231659				error
10	68331770	68332170				error
10	68406967	68407367				error
10	68471651	68472051				error
10	68527351	68527751				error
10	68560280	68560680				error
10	68600351	68600751				error
10	68720947	68721347				error
10	68827284	68827684				error
10	68900953	68901353				error
10	68955987	68956387				error
10	68988519	68988919				error
10	69123922	69124322				error
10	69179919	69180319				error
10	69285723	69286123				error
10	69318574	69318974				error
10	69408619	69409019				error
10	69451254	69451654				error
10	69646291	69646691				error
10	69802510	69802910				error
10	69901833	69902233				error
10	70052613	70053013				error
10	70146574	70146974				error
10	70170395	70170795				error
10	70233257	70233657				error
10	70382517	70382917				error
10	70403909	70404309				error
10	70478541	70478941				error
10	70815739	70816139				error
10	70888167	70888567				error
10	71212344	71212744				error
10	71319128	71319528				error
10	71621595	71621995				error
10	71773368	71773768				error
10	71840155	71840555				error
10	71851047	71851447				error
10	71964153	71964553				error
10	72158178	72158578				error
10	72216017	72216417				error
10	72260778	72261178				error
10	72273642	72274042				error
10	72297910	72298310				error
10	72334318	72334718				error
10	72354685	72355085				error
10	72625972	72626372				error
10	72691930	72692330				error
10	72784566	72784966				error
10	73096823	73097223				error
10	73167958	73168358				error
10	73247104	73247504				error
10	73252505	73252905				error
10	73413801	73414201				error
10	73495682	73496082				error
10	73625746	73626146				error
10	73730209	73730609				error
10	73744175	73744575				error
10	73772219	73772619				error
10	73781788	73782188				error
10	73785215	73785615				error
10	73811683	73812083				error
10	73874475	73874875				error
10	73910927	73911327				error
10	73966074	73966474				error
10	73997771	73998171				error
10	74150973	74151373				error
10	74176417	74176817				error
10	74826157	74826557				error
10	75111250	75111650				error
10	75210470	75210870				error
10	75235806	75236206				error
10	75283413	75283813				error
10	75294936	75295336				error
10	75402003	75402403				error
10	76082934	76083334				error
10	77286906	77287306				error
10	77290747	77291147				error
10	77877798	77878198				error
10	77887892	77888292				error
10	77891540	77891940				error
10	77926386	77926786				error
10	78029392	78029792				error
10	78033597	78033997				error
10	78176912	78177312				error
10	78303225	78303625				error
10	78320553	78320953				error
10	78407143	78407543				error
10	78464944	78465344				error
10	78656847	78657247				error
10	78913701	78914101				error
10	78965033	78965433				error
10	78973527	78973927				error
10	79067155	79067555				error
10	79068753	79069153				error
10	79084122	79084522				error
10	79129478	79129878				error
10	79157559	79157959				error
10	79179592	79179992				error
10	79230264	79230664				error
10	79239944	79240344				error
10	79242950	79243350				error
10	79347261	79347661				error
10	79445594	79445994				error
10	79826516	79826916				error
10	79904716	79905116				error
10	79981707	79982107				error
10	80078852	80079252				error
10	80356802	80357202				error
10	80408259	80408659				error
10	80453998	80454398				error
10	80464633	80465033				error
10	81874534	81874934				error
10	82089321	82089721				error
10	82572727	82573127				error
10	84139261	84139661				error
10	84171896	84172296				error
10	84179393	84179793				error
10	84194437	84194837				error
10	84328372	84328772				error
10	84540584	84540984				error
10	86366648	86367048				error
10	86377148	86377548				error
10	86399836	86400236				error
10	86521667	86522067				error
10	86711113	86711513				error
10	86756292	86756692				error
10	86899245	86899645				error
10	86939406	86939806				error
10	86954282	86954682				error
10	87094830	87095230				error
10	87342323	87342723				error
10	87504702	87505102				error
10	87659701	87660101				error
10	87817970	87818370				error
10	87862219	87862619				error
10	87863321	87863721				error
10	88582920	88583320				error
10	88880376	88880776				error
10	88990775	88991175				error
10	89251729	89252129				error
10	89328001	89328401				error
10	89414640	89415040				error
10	89535554	89535954				error
10	89643911	89644311				error
10	89701270	89701670				error
10	90857704	90858104				error
10	90871656	90872056				error
10	91163338	91163738				error
10	91220473	91220873				error
10	91409847	91410247				error
10	91633019	91633419				error
10	91798218	91798618				error
10	91887192	91887592				error
10	91908780	91909180				error
10	91923676	91924076				error
10	92290982	92291382				error
10	92573963	92574363				error
10	92592907	92593307				error
10	92848271	92848671				error
10	93062423	93062823				error
10	93413168	93413568				error
10	93445558	93445958				error
10	93496282	93496682				error
10	93702388	93702788				error
10	93893784	93894184				error
10	93993741	93994141				error
10	94362716	94363116				error
10	94402291	94402691				error
10	94545639	94546039				error
10	95183475	95183875				error
10	95260550	95260950				error
10	95290850	95291250				error
10	95391774	95392174				error
10	95404505	95404905				error
10	95561254	95561654				error
10	95656506	95656906				error
10	95693900	95694300				error
10	95907848	95908248				error
10	96043332	96043732				error
10	96130010	96130410				error
10	96513697	96514097				error
10	96586912	96587312				error
10	96720456	96720856				error
10	96832473	96832873				error
10	97020555	97020955				error
10	97185755	97186155				error
10	97292511	97292911				error
10	97318895	97319295				error
10	97334678	97335078				error
10	97401063	97401463				error
10	97425945	97426345				error
10	97445897	97446297				error
10	97498448	97498848				error
10	97633298	97633698				error
10	97640356	97640756				error
10	97687219	97687619				error
10	97713991	97714391				error
10	97736907	97737307				error
10	97812045	97812445				error
10	97849854	97850254				error
10	97869316	97869716				error
10	98030512	98030912				error
10	98134503	98134903				error
10	98309435	98309835				error
10	98414949	98415349				error
10	99430612	99431012				error
10	99537035	99537435				error
10	99620459	99620859				error
10	99659197	99659597				error
10	99732012	99732412				error
10	99913852	99914252				error
10	100009654	100010054				error
10	100185832	100186232				error
10	100229313	100229713				error
10	100286367	100286767				error
10	100346785	100347185				error
10	100373299	100373699				error
10	100519239	100519639				error
10	100529634	100530034				error
10	100535661	100536061				error
10	100570826	100571226				error
10	100912661	100913061				error
10	100969197	100969597				error
10	100987155	100987555				error
10	100998311	100998711				error
10	101018912	101019312				error
10	101042768	101043168				error
10	101060748	101061148				error
10	101066539	101066939				error
10	101217441	101217841				error
10	101291612	101292012				error
10	101304383	101304783				error
10	101353737	101354137				error
10	101588070	101588470				error
10	101650850	101651250				error
10	101694271	101694671				error
10	101818351	101818751				error
10	101830534	101830934				error
10	101840650	101841050				error
10	102055923	102056323				error
10	102065147	102065547				error
10	102114775	102115175				error
10	102117595	102117995				error
10	102120396	102120796				error
10	102132723	102133123				error
10	102151985	102152385				error
10	102226035	102226435				error
10	102241480	102241880				error
10	102245194	102245594				error
10	102394031	102394431				error
10	102399324	102399724				error
10	102409074	102409474				error
10	102413068	102413468				error
10	102419313	102419713				error
10	102420779	102421179				error
10	102432455	102432855				error
10	102450413	102450813				error
10	102461177	102461577				error
10	102502056	102502456				error
10	102503690	102504090				error
10	102612374	102612774				error
10	102642137	102642537				error
10	102643511	102643911				error
10	102649390	102649790				error
10	102674143	102674543				error
10	102678804	102679204				error
10	102714283	102714683				error
10	102743600	102744000				error
10	102776898	102777298				error
10	102854267	102854667				error
10	102869380	102869780				error
10	102917912	102918312				error
10	103193007	103193407				error
10	103231150	103231550				error
10	103277291	103277691				error
10	103350887	103351287				error
10	103368261	103368661				error
10	103396367	103396767				error
10	103555002	103555402				error
10	103772412	103772812				error
10	103855262	103855662				error
10	103918159	103918559				error
10	103966974	103967374				error
10	104121673	104122073				error
10	104232074	104232474				error
10	104268942	104269342				error
10	104328521	104328921				error
10	104338372	104338772				error
10	104353528	104353928				error
10	105538864	105539264				error
10	106281098	106281498				error
10	107103348	107103748				error
10	109884219	109884619				error
10	109923328	109923728				error
10	109974820	109975220				error
10	110007713	110008113				error
10	110207466	110207866				error
10	110211049	110211449				error
10	110225831	110226231				error
10	110304821	110305221				error
10	110497411	110497811				error
10	110567288	110567688				error
10	110643999	110644399				error
10	110706667	110707067				error
10	110794838	110795238				error
10	110833378	110833778				error
10	110871691	110872091				error
10	110919189	110919589				error
10	111076404	111076804				error
10	111297408	111297808				error
10	112183623	112184023				error
10	112288496	112288896				error
10	112732271	112732671				error
10	112754052	112754452				error
10	112815601	112816001				error
10	112949928	112950328				error
10	112951563	112951963				error
10	112958397	112958797				error
10	113027781	113028181				error
10	113108269	113108669				error
10	113126634	113127034				error
10	113679620	113680020				error
10	114043583	114043983				error
10	114100830	114101230				error
10	114174048	114174448				error
10	114304699	114305099				error
10	114350763	114351163				error
10	114489572	114489972				error
10	114505082	114505482				error
10	114526756	114527156				error
10	114821691	114822091				error
10	114874839	114875239				error
10	114938093	114938493				error
10	115093010	115093410				error
10	116254717	116255117				error
10	116271249	116271649				error
10	116273972	116274372				error
10	116742562	116742962				error
10	116849415	116849815				error
10	117004916	117005316				error
10	117137257	117137657				error
10	117216607	117217007				error
10	117375411	117375811				error
10	118046636	118047036				error
10	118342107	118342507				error
10	118471952	118472352				error
10	118595923	118596323				error
10	118755010	118755410				error
10	119029281	119029681				error
10	119080692	119081092				error
10	119103932	119104332				error
10	119165424	119165824				error
10	119178486	119178886				error
10	119207298	119207698				error
10	119542643	119543043				error
10	119596936	119597336				error
10	119651073	119651473				error
10	119693322	119693722				error
10	119725713	119726113				error
10	119750457	119750857				error
10	119818474	119818874				error
10	119872739	119873139				error
10	119892434	119892834				error
10	120456817	120457217				error
10	120851116	120851516				error
10	120948939	120949339				error
10	121340348	121340748				error
10	121597186	121597586				error
10	121598338	121598738				error
10	121927960	121928360				error
10	121974994	121975394				error
10	122112713	122113113				error
10	122163293	122163693				error
10	122192186	122192586				error
10	122374385	122374785				error
10	122461513	122461913				error
10	122475528	122475928				error
10	122954113	122954513				error
10	122980332	122980732				error
10	123008723	123009123				error
10	123154049	123154449				error
10	123870292	123870692				error
10	124075391	124075791				error
10	124092454	124092854				error
10	124389149	124389549				error
10	124418799	124419199				error
10	124450027	124450427				error
10	124461753	124462153				error
10	124484634	124485034				error
10	124709129	124709529				error
10	124744254	124744654				error
10	124791678	124792078				error
10	124801567	124801967				error
10	124916629	124917029				error
10	125161015	125161415				error
10	125707325	125707725				error
10	125719410	125719810				error
10	125881148	125881548				error
10	125896057	125896457				error
10	126041853	126042253				error
10	127196083	127196483				error
10	128126278	128126678				error
10	128168003	128168403				error
10	128527871	128528271				error
10	128943337	128943737				error
10	129021538	129021938				error
10	129033744	129034144				error
10	129161086	129161486				error
10	129466887	129467287				error
10	129494744	129495144				error
10	129964060	129964460				error
10	130110501	130110901				error
10	130136212	130136612				error
10	130190147	130190547				error
10	131002411	131002811				error
10	131453781	131454181				error
10	131676880	131677280				error
10	131743292	131743692				error
10	131900562	131900962				error
10	131981849	131982249				error
10	132065703	132066103				error
10	132186525	132186925				error
10	132223086	132223486				error
10	132307842	132308242				error
10	132331864	132332264				error
10	132396562	132396962				error
10	132481954	132482354				error
10	132517201	132517601				error
10	132537413	132537813				error
10	132714306	132714706				error
10	132962101	132962501				error
10	133030697	133031097				error
10	133089202	133089602				error
10	133101130	133101530				error
10	133160101	133160501				error
10	133261788	133262188				error
10	133308848	133309248				error
10	133318594	133318994				error
10	133373298	133373698				error
10	133393926	133394326				error
11	207370	207770				error
11	208485	208885				error
11	236582	236982				error
11	448046	448446				error
11	450047	450447				error
11	506968	507368				error
11	518627	519027				error
11	535455	535855				error
11	560581	560981				error
11	568440	568840				error
11	576071	576471				error
11	695008	695408				error
11	747177	747577				error
11	777240	777640				error
11	797881	798281				error
11	805133	805533				error
11	809528	809928				error
11	819348	819748				error
11	829852	830252				error
11	832621	833021				error
11	842480	842880				error
11	844365	844765				error
11	849660	850060				error
11	910817	911217				error
11	925665	926065				error
11	944852	945252				error
11	946024	946424				error
11	995691	996091				error
11	1309440	1309840				error
11	1389486	1389886				error
11	1572047	1572447				error
11	1763813	1764213				error
11	2097501	2097901				error
11	2377108	2377508				error
11	2400246	2400646				error
11	2699928	2700328				error
11	2850388	2850788				error
11	2862389	2862789				error
11	2885704	2886104				error
11	2892231	2892631				error
11	2901992	2902392				error
11	2992218	2992618				error
11	3057391	3057791				error
11	3160340	3160740				error
11	3165025	3165425				error
11	3217145	3217545				error
11	3378953	3379353				error
11	3422791	3423191				error
11	3642015	3642415				error
11	3797629	3798029				error
11	3808305	3808705				error
11	3840902	3841302				error
11	3854906	3855306				error
11	3951236	3951636				error
11	4094573	4094973				error
11	4187365	4187765				error
11	4607891	4608291				error
11	4682746	4683146				error
11	5684826	5685226				error
11	6234616	6235016				error
11	6390030	6390430				error
11	6405154	6405554				error
11	6419004	6419404				error
11	6473875	6474275				error
11	6481222	6481622				error
11	6603542	6603942				error
11	6606995	6607395				error
11	6612165	6612565				error
11	6655299	6655699				error
11	6683226	6683626				error
11	7020198	7020598				error
11	7251871	7252271				error
11	7513629	7514029				error
11	7987014	7987414				error
11	8038409	8038809				error
11	8081180	8081580				error
11	8262899	8263299				error
11	8593967	8594367				error
11	8682463	8682863				error
11	8688826	8689226				error
11	8810611	8811011				error
11	8871123	8871523				error
11	8911026	8911426				error
11	8964484	8964884				error
11	9003809	9004209				error
11	9265098	9265498				error
11	9314579	9314979				error
11	9384524	9384924				error
11	9460684	9461084				error
11	9573352	9573752				error
11	9613111	9613511				error
11	9663975	9664375				error
11	9732426	9732826				error
11	9758016	9758416				error
11	10293956	10294356				error
11	10304776	10305176				error
11	10317255	10317655				error
11	10541082	10541482				error
11	10735654	10736054				error
11	10750901	10751301				error
11	10808855	10809255				error
11	10857933	10858333				error
11	10931092	10931492				error
11	11081280	11081680				error
11	11621916	11622316				error
11	11691822	11692222				error
11	11841698	11842098				error
11	11972028	11972428				error
11	12009034	12009434				error
11	12110334	12110734				error
11	12377576	12377976				error
11	12674090	12674490				error
11	12680439	12680839				error
11	12864726	12865126				error
11	12914423	12914823				error
11	13009050	13009450				error
11	13102132	13102532				error
11	13114785	13115185				error
11	13277361	13277761				error
11	13463014	13463414				error
11	13668245	13668645				error
11	13962639	13963039				error
11	14358854	14359254				error
11	14381071	14381471				error
11	14386862	14387262				error
11	14499541	14499941				error
11	14520267	14520667				error
11	14643660	14644060				error
11	14891767	14892167				error
11	15073816	15074216				error
11	15074754	15075154				error
11	15142850	15143250				error
11	15650032	15650432				error
11	15663548	15663948				error
11	16028389	16028789				error
11	16606507	16606907				error
11	16613759	16614159				error
11	16738358	16738758				error
11	16925531	16925931				error
11	16979961	16980361				error
11	16981597	16981997				error
11	17077562	17077962				error
11	17207921	17208321				error
11	17276451	17276851				error
11	17353398	17353798				error
11	17389048	17389448				error
11	17476384	17476784				error
11	17479571	17479971				error
11	17730747	17731147				error
11	17734653	17735053				error
11	18012875	18013275				error
11	18105869	18106269				error
11	18322214	18322614				error
11	18396003	18396403				error
11	18526628	18527028				error
11	18573488	18573888				error
11	18588571	18588971				error
11	18634277	18634677				error
11	18721263	18721663				error
11	19187777	19188177				error
11	19240894	19241294				error
11	19345172	19345572				error
11	19382163	19382563				error
11	19422240	19422640				error
11	19455678	19456078				error
11	19552711	19553111				error
11	19712507	19712907				error
11	19832061	19832461				error
11	20000527	20000927				error
11	20022751	20023151				error
11	20031384	20031784				error
11	20387405	20387805				error
11	20762246	20762646				error
11	22371156	22371556				error
11	22625497	22625897				error
11	22690826	22691226				error
11	22829733	22830133				error
11	24496832	24497232				error
11	26331930	26332330				error
11	27363030	27363430				error
11	27444767	27445167				error
11	27472604	27473004				error
11	27506551	27506951				error
11	27699071	27699471				error
11	27718470	27718870				error
11	27722390	27722790				error
11	28108078	28108478				error
11	28475901	28476301				error
11	30108110	30108510				error
11	30322874	30323274				error
11	30565038	30565438				error
11	30585999	30586399				error
11	30594970	30595370				error
11	30635387	30635787				error
11	30861094	30861494				error
11	31238306	31238706				error
11	31369630	31370030				error
11	31509569	31509969				error
11	31810255	31810655				error
11	31875991	31876391				error
11	32044295	32044695				error
11	32090756	32091156				error
11	32583584	32583984				error
11	32892935	32893335				error
11	33015819	33016219				error
11	33039211	33039611				error
11	33161352	33161752				error
11	33257117	33257517				error
11	33375923	33376323				error
11	33700745	33701145				error
11	33774276	33774676				error
11	33802433	33802833				error
11	34051479	34051879				error
11	34105362	34105762				error
11	34148611	34149011				error
11	34174356	34174756				error
11	34186374	34186774				error
11	34357876	34358276				error
11	34916291	34916691				error
11	35419320	35419720				error
11	35618065	35618465				error
11	35662598	35662998				error
11	35821952	35822352				error
11	35943961	35944361				error
11	36278801	36279201				error
11	36289284	36289684				error
11	36377272	36377672				error
11	36455000	36455400				error
11	36509970	36510370				error
11	40293931	40294331				error
11	40716764	40717164				error
11	41003763	41004163				error
11	41307308	41307708				error
11	41382801	41383201				error
11	41394353	41394753				error
11	41459889	41460289				error
11	41714088	41714488				error
11	42407344	42407744				error
11	42975044	42975444				error
11	43311720	43312120				error
11	43358771	43359171				error
11	43516486	43516886				error
11	43575353	43575753				error
11	43579171	43579571				error
11	43680514	43680914				error
11	43933829	43934229				error
11	43942248	43942648				error
11	44559284	44559684				error
11	44565307	44565707				error
11	44711131	44711531				error
11	44727720	44728120				error
11	44798077	44798477				error
11	44824312	44824712				error
11	44927266	44927666				error
11	44950682	44951082				error
11	45147009	45147409				error
11	45209941	45210341				error
11	45355218	45355618				error
11	45501357	45501757				error
11	45751457	45751857				error
11	45771782	45772182				error
11	45804896	45805296				error
11	45847150	45847550				error
11	45885412	45885812				error
11	45899801	45900201				error
11	45917849	45918249				error
11	46121306	46121706				error
11	46237945	46238345				error
11	46239126	46239526				error
11	46243317	46243717				error
11	46295368	46295768				error
11	46339059	46339459				error
11	46347152	46347552				error
11	46380637	46381037				error
11	46389439	46389839				error
11	46392216	46392616				error
11	46593754	46594154				error
11	46617063	46617463				error
11	46700546	46700946				error
11	46846051	46846451				error
11	46918398	46918798				error
11	46936638	46937038				error
11	46977144	46977544				error
11	47176833	47177233				error
11	47214529	47214929				error
11	47248794	47249194				error
11	47269566	47269966				error
11	47355161	47355561				error
11	47408080	47408480				error
11	47426268	47426668				error
11	47553053	47553453				error
11	47578611	47579011				error
11	47642467	47642867				error
11	47767274	47767674				error
11	47848267	47848667				error
11	47980378	47980778				error
11	48018617	48019017				error
11	48109682	48110082				error
11	48827624	48828024				error
11	57081403	57081803				error
11	57213330	57213730				error
11	57322480	57322880				error
11	57324894	57325294				error
11	57335589	57335989				error
11	57460385	57460785				error
11	57482878	57483278				error
11	57499537	57499937				error
11	57530655	57531055				error
11	57567966	57568366				error
11	57597925	57598325				error
11	57638082	57638482				error
11	57639326	57639726				error
11	57649552	57649952				error
11	57657426	57657826				error
11	57667616	57668016				error
11	57712227	57712627				error
11	57741221	57741621				error
11	58058881	58059281				error
11	58578688	58579088				error
11	58905591	58905991				error
11	59106746	59107146				error
11	59171750	59172150				error
11	59173374	59173774				error
11	59180242	59180642				error
11	59184875	59185275				error
11	59550354	59550754				error
11	59557349	59557749				error
11	59565922	59566322				error
11	59615835	59616235				error
11	59668941	59669341				error
11	60841854	60842254				error
11	60906447	60906847				error
11	60913811	60914211				error
11	60924343	60924743				error
11	61161409	61161809				error
11	61294745	61295145				error
11	61333002	61333402				error
11	61361972	61362372				error
11	61429817	61430217				error
11	61446188	61446588				error
11	61509173	61509573				error
11	61567334	61567734				error
11	61581189	61581589				error
11	61680178	61680578				error
11	61718529	61718929				error
11	61752392	61752792				error
11	61792560	61792960				error
11	61815215	61815615				error
11	61827866	61828266				error
11	61834557	61834957				error
11	61967457	61967857				error
11	62123734	62124134				error
11	62508376	62508776				error
11	62545587	62545987				error
11	62551756	62552156				error
11	62573804	62574204				error
11	62591481	62591881				error
11	62601697	62602097				error
11	62612714	62613114				error
11	62621805	62622205				error
11	62646479	62646879				error
11	62653162	62653562				error
11	62665064	62665464				error
11	62706106	62706506				error
11	62707325	62707725				error
11	62709426	62709826				error
11	62727347	62727747				error
11	62753902	62754302				error
11	62761298	62761698				error
11	62771232	62771632				error
11	62787119	62787519				error
11	62791725	62792125				error
11	62805309	62805709				error
11	62831844	62832244				error
11	62841318	62841718				error
11	62855910	62856310				error
11	62881365	62881765				error
11	63671434	63671834				error
11	63681214	63681614				error
11	63762373	63762773				error
11	63768602	63769002				error
11	63813270	63813670				error
11	63838694	63839094				error
11	63909681	63910081				error
11	63916312	63916712				error
11	63917552	63917952				error
11	63919236	63919636				error
11	63938611	63939011				error
11	63974309	63974709				error
11	63986395	63986795				error
11	64028371	64028771				error
11	64048028	64048428				error
11	64166070	64166470				error
11	64185666	64186066				error
11	64226085	64226485				error
11	64230306	64230706				error
11	64241263	64241663				error
11	64246981	64247381				error
11	64251232	64251632				error
11	64269822	64270222				error
11	64271288	64271688				error
11	64285197	64285597				error
11	64305149	64305549				error
11	64317809	64318209				error
11	64448907	64449307				error
11	64489885	64490285				error
11	64566567	64566967				error
11	64620644	64621044				error
11	64643383	64643783				error
11	64688550	64688950				error
11	64694823	64695223				error
11	64723156	64723556				error
11	64759778	64760178				error
11	64778754	64779154				error
11	64803087	64803487				error
11	64810439	64810839				error
11	64847146	64847546				error
11	64878544	64878944				error
11	64917190	64917590				error
11	64924109	64924509				error
11	65013930	65014330				error
11	65027347	65027747				error
11	65040808	65041208				error
11	65084021	65084421				error
11	65096260	65096660				error
11	65111667	65112067				error
11	65117565	65117965				error
11	65122064	65122464				error
11	65134533	65134933				error
11	65181313	65181713				error
11	65261670	65262070				error
11	65333682	65334082				error
11	65354457	65354857				error
11	65386432	65386832				error
11	65416326	65416726				error
11	65418988	65419388				error
11	65477329	65477729				error
11	65487570	65487970				error
11	65497432	65497832				error
11	65524959	65525359				error
11	65546513	65546913				error
11	65557976	65558376				error
11	65570083	65570483				error
11	65572384	65572784				error
11	65591999	65592399				error
11	65606954	65607354				error
11	65615282	65615682				error
11	65637904	65638304				error
11	65652737	65653137				error
11	65662875	65663275				error
11	65711929	65712329				error
11	65720478	65720878				error
11	65780822	65781222				error
11	65818103	65818503				error
11	65833642	65834042				error
11	65858102	65858502				error
11	65859307	65859707				error
11	65860271	65860671				error
11	65873430	65873830				error
11	65888346	65888746				error
11	65890433	65890833				error
11	65919010	65919410				error
11	65961422	65961822				error
11	65989090	65989490				error
11	66002128	66002528				error
11	66052034	66052434				error
11	66257907	66258307				error
11	66268320	66268720				error
11	66282382	66282782				error
11	66289019	66289419				error
11	66312620	66313020				error
11	66344948	66345348				error
11	66347642	66348042				error
11	66408744	66409144				error
11	66438759	66439159				error
11	66466586	66466986				error
11	66480229	66480629				error
11	66510411	66510811				error
11	66545929	66546329				error
11	66592868	66593268				error
11	66616276	66616676				error
11	66638330	66638730				error
11	66677704	66678104				error
11	66694723	66695123				error
11	66744561	66744961				error
11	66843140	66843540				error
11	66856210	66856610				error
11	66958416	66958816				error
11	67118902	67119302				error
11	67239785	67240185				error
11	67288941	67289341				error
